Language code (ISO 639-1),lang-code,en,fr,af,sq,ar,hy,bg,zh,zh-Hans,cs,nl,et,de,el,hi,hu,is,id,it,iu,ja,ko,lv,lt,pl,pt,pt-BR,ru,sk,es,th,tr,uk,vi
,lb-xhr-err,This content failed to load.,Le chargement de ce contenu a échoué.,Hierdie inhoud het misluk om te laai.,Kjo përmbajtje nuk arriti të ngarkesës.,فشل هذا المحتوى ليتم تحميلها.,Բեռնվում այս պարունակությունը չի հաջողվել.,Това съдържание не успя да се зареди.,本內容無法載入。,该内容无法下载。,Tento obsah se nepodařilo načíst.,De inhoud is niet geladen,Sisu laadimine ebaõnnestus,Dieser Inhalt wurde nicht geladen.,Αυτό το περιεχόμενο απέτυχε για να φορτώσει.,इस सामग्री को लोड करने में विफल.,A tartalom betöltése nem sikerült.,Þetta efni tókst að hlaða.,Halaman tidak berhasil ditampilkan.,Questo contenuto non è stato caricato.,ᑎᑎᖅᑲᑦ ᓴᖅᑭᔪᓐᓇᙱᑦᑐᑦ,コンテンツをロードできませんでした。,이 콘텐츠를로드하지 못했습니다.,Šo saturu nevar ielādēt,Turinio nepavyko užkrauti.,Nie udało się załadować treści.,O carragemento deste conteúdo falhou.,O carragemento deste conteúdo falhou.,Этот контент не удалось загрузить.,Tento obsah sa nepodarilo načítať.,Este contenido no pudo ser cargado.,เนื้อหานี้ไม่สามารถโหลด.,İçerik yükleme hatası.,Цей зміст не завантажується.,Nội dung này không thể tải.
,lb-img-err,This image failed to load.,Le chargement de cette image a échoué.,Hierdie beeld het misluk om te laai.,Ky imazh nuk arriti të ngarkesës.,فشلت هذه الصورة ليتم تحميلها.,Բեռնվում է պատկերը ձախողվել է.,Това изображение не успя да се зареди.,圖形無法顯示。,该图像无法下载。,Tento obrázek se nepodařilo načíst.,Het beeld is niet geladen,Pildi laadimine ebaõnnestus,Dieses Bild konnte nicht geladen werden.,Αυτή η εικόνα απέτυχε για να φορτώσει.,इस छवि को लोड करने में विफल रहा.,A kép betöltése nem sikerült.,Þessi mynd tókst að hlaða.,Gambar ini tidak berhasil ditampilkan.,Questa immagine non è stata caricata.,ᐊᔾᔨᙳᐊᖅ ᓴᖅᑭᔪᓐᓇᙱᑦᑐᖅ,画像をロードできませんでした。,이 이미지를로드하지 못했습니다.,Šo attēlu nevar ielādēt,Nuotraukos nepavyko užkrauti.,Nie udało się załadować obrazu.,O carregamento desta imagem falhou.,O carregamento desta imagem falhou.,Это изображение не удалось загрузить.,Tento obrázok sa nepodarilo načítať.,Esta imagen no pudo ser cargada.,ภาพนี้ไม่สามารถโหลด.,İmaj yükleme hatası.,Це зображення не завантажується.,Hình ảnh này không tải.
,lb-slideshow,slideshow,la diaporama,skyfievertoning,Slideshow,عرض الشرائح,սլայդցուցադրումը,слайдшоу,幻燈片,幻灯片,prezentaci,diavoorstelling,slaidiesitlus,Diashow,slideshow,स्लाइड शो,Diavetítés,Myndasýning,Pertunjukan slide,slideshow,ᓴᖅᑭᑦᑕᐅᔭᖅ,スライドショー,슬라이드 쇼,slaidrāde,skaidrės,Pokaz slajdów,slideshow,slideshow,Слайд-шоу,slideshow,show de diapositivas,สไลด์โชว์,slaty gösterimi,слайд шоу,xem hình tự động
Charts widget,tbl-txt,Table,Tableau,Tabel,Tabelë,جدول,Սեղան,Маса,表格,表格,Tabulka,Tabel,Tabel,Tabelle,Τραπέζι,तालिका,Táblázat,Tafla,Tabel,Tabella,ᑭᐳ,表,표,Tabula,Lentelė,Tabela,Tabela,Tabela,Таблица,Tabuľka,Tabla,ตาราง,Tablo,Таблиця,Bảng
,tbl-dtls,Chart. Details in the following table.,Graphique. Plus de détails dans le tableau suivant.,Chart. Besonderhede in die volgende tabel.,Chart. Detajet në tabelën e mëposhtme.,الرسم البياني. التفاصيل في الجدول التالي.,Աղյուսակում. Մանրամասներ է հետեւյալ աղյուսակում.,Графика. Подробности в таблицата по-долу.,圖表，詳細內容在表格中。,图表。详细资料表如下。,Graf. Podrobnosti v následující tabulce.,Grafiek. Meer details in volgende tabel,Graafik. Täpsemad andmed järgnevas tabelis.,Grafik. Angaben in der folgenden Tabelle.,Διάγραμμα. Λεπτομέρειες στον ακόλουθο πίνακα.,चार्ट. निम्न तालिका में विवरण.,Részletek a következő táblázatban.,Töfluna. Upplýsingar í eftirfarandi töflu.,Infografis. Detail pada tabel berikut.,Grafico. Dettagli nella tabella riportata di seguito.,ᓴᓇᒐᖅ. ᑭᐳᒥ ᓇᓗᓇᐃᖅᑕᐅᓯᒪᔪᑦ.,チャート図。詳細については次の表を参照。,차트. 다음 테이블의 세부 사항.,Grafiks. Detaļas tabulā.,Grafika. Daugiau detalių sekančioje lentelėje.,Wykres. Szczegóły w tabeli poniżej.,Gráfico. Mais detalhes na tabela a seguir.,Gráfico. Mais detalhes na tabela a seguir.,График. Подробности в таблице ниже.,Graf. Podrobnosti v nasledujúcej tabuľke.,Cuadro. Los detalles aparecen en la siguiente tabla.,แผนภูมิ รายละเอียดในตารางต่อไปนี้.,Grafik. Detaylar takip eden tablodadır.,Графік. Див. деталі в таблиці.,Chart. Thông tin chi tiết trong bảng dưới đây.
,chrt-cmbslc,Combined slice,Quartier regroupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session timeout,st-to-msg-bgn,Your session will expire automatically in #min# min #sec# sec.,Votre session expirera automatiquement dans #min# min #sec# sec.,Jou sessie sal outomaties verval in #min# min #sec# sek aan.,Sesioni juaj do të përfundojë automatikisht në #min# min #sec# sec.,سوف تنتهي جلسة العمل الخاصة بك تلقائيا في على  #min# دقيقة #sec# ثانية.,Ձեր սեսիան կսպառվի ինքնաբերաբար ին #min# րոպե #sec# վրկ,Вашата сесия ще изтече автоматично в #min# мин. #sec# сек.,#min#＃分#sec#秒，您的會話將自動失效。,#min#＃分#sec#秒，您的会话将自动失效。,Vaše relace vyprší automaticky #min# min #sec# sec.,Uw sessie zal automatisch vervallen in #min# min. #sec# sec.,Teie sessioon aegub automaatselt #min# min #sec# sec.,Ihre Sitzung endet automatisch in #min# min #sec# sec.,Η συνεδρία σας θα λήξει αυτόματα στο #min# min #sec# sec.,आपका सत्र #min# मिनट #sec# सेकंड में स्वत: ही समाप्त हो जाएगी.,A munkamenet lejár automatikusan #min# perc #sec# másodperc.,Fundur mun renna sjálfkrafa í #min# mín #sec# sek.,Sesi Anda akan berakhir secara otomatis dalam #min# menit #sec# detik.,La sessione scadrà automaticamente in #min# min #sec# sec .,ᐱᓕᕆᐊᑦ ᐃᒻᒥᓂ ᓄᖅᖃᕐᓂᐊᖅᑐᖅ ᐃᒪᓐᓇᑎᒋ #ᒥᓂᑦᓯᓂ# ᒥᓂᑦᓯᓂ #ᑎᑦᑕᓂ# ᑎᑦᑕᓂ.,セッションは、 #min# 分 #sec# 秒で自動的に期限切れになります。,세션이 #min# 분 #sec# 초에 자동으로 만료됩니다.,Jūsu sesija beigsies automātiski #min# min sekundē #sec#.,Jūsų sesija pasibaigs automatiškai #min# min #sec# sek.,Twoja sesja wygaśnie automatycznie w #min# min #sec# sek.,Sua sessão expira automaticamente em #min# min #sec# sec.,Sua sessão expira automaticamente em #min# min #sec# sec.,Ваш сеанс закончится автоматически в #min# мин #sec# сек.,Vaša relácia vyprší automaticky #min# min #sec# sec.,Su sesión expirará automáticamente en #min# min #sec# sec.,เซสชั่นของคุณจะหมดอายุโดยอัตโนมัติใน #min# นาที #sec# วินาที.ที่จะขยายเซสชั่นของคุณ,Oturumunuz #min# dk #sec# sn otomatik olarak sona erecek.,Ваш сеанс закінчиться автоматично в #min# хв #sec# сек .,Phiên của bạn sẽ tự động hết hạn trong  #min# phút #sec# giây.
,st-to-msg-end,"Select ""Continue session"" to extend your session.",Sélectionner « Continuer la session » pour prolonger votre session.,"Kies ""Gaan voort sessie"" om jou sessie te brei.","Zgjidhni ""Vazhdo seancë"" për të zgjeruar sesionin tuaj.","اختر ""متابعة الجلسة"" لتمديد جلسة العمل الخاصة بك.","սկզբնական Ընտրել ""Շարունակել նիստը» երկարաձգել հայտվել ձեր.","Изберете ""Продължи сесия"" да се разшири вашата сесия.",選擇“繼續會話”來擴展您的會話。,选择“继续会话”来扩展您的会话。,"Zvolte ""Pokračovat v relaci"" rozšířit relaci.","Kies ""Doorgaan sessie"" om uw sessie te verlengen","Valige ""Jätka sessioon"" laiendada oma istungil.","Wählen Sie ""Weiter Sitzung"", um die Sitzung zu verlängern.","Επιλέξτε ""Συνέχεια συνεδρία"" να παρατείνει τη συνεδρία σας.","अपने सत्र का विस्तार करने के लिए ""सत्र जारी"" का चयन करें.","Válassza a ""Folytatás session"" kiterjeszteni a munkamenet.","Sækja Veldu ""Áfram fundur"" til að lengja setu.","Pilih ""Lanjutkan sesi"" untuk memperpanjang sesi Anda.","Seleziona ""Continua sessione"" per estendere la tua sessione.","ᓂᕈᐊᕐᓗᒍ ""ᐱᓕᕆᐊᖅ ᑲᔪᓯᓕ"" ᑕᑭᓂᖅᓴᐅᓂᐊᕐᒪᑦ ᐱᓕᕆᐊᕆᔭᑦ.","選択はあなたのセッションを延長する""セッションを続ける""。","선택은 세션을 확장하는 ""세션 계속"".","Izvēlieties ""Turpināt sesiju"", lai paplašinātu savu sesiju.","Pasirinkite ""Tęsti sesiją"" pratęsti savo sesiją.","Wybierz ""Kontynuuj sesję"" przedłużyć sesję.","Selecione ""Continuar sessão"" para estender sua sessão.","Selecione ""Continuar sessão"" para estender sua sessão.","Выберите ""Продолжить сеанс"" продлить сессию.","Zvoľte ""Pokračovať v relácii"" rozšíriť reláciu.","Seleccione ""Continuar sesión"" para prolongar tu sesión.","เลือก ""Continue เซสชั่น"" ที่จะขยายเซสชั่นของคุณ","turum uzatmak için ""oturum devam"" seçin.","Виберіть ""Продовжити сеанс"" продовжити сесію.","Chọn ""Tiếp tục phiên"" mở rộng phiên của bạn."
,st-msgbx-ttl,Session timeout warning,Avertissement d\'expiration de la session,Time-outsessie waarskuwing,Timeout Sesioni paralajmërim,الدورة مهلة الإنذار,Նիստի ժամանակ դուրս նախազգուշացման,Предупреждение Изтекла сесия,連線超時警告,会话超时警告,Upozornění session timeout,Sessie timeout waarschuwing,Hoiatus - sessiooni lõpp,Session Zeitablaufwarnung,Συνεδρία προειδοποίηση χρονικού ορίου,सत्र मध्यांतर चेतावनी,Munkamenet időtúllépési figyelmeztetés,Fundur tími viðvörun,Sesi batas waktu peringatan,Avviso scadenza sessione,ᐱᓕᕆᐊᑦ ᐃᓱᓕᓕᒑᓕᕐᓂᖓᓄᑦ ᓇᓗᓇᖅᓯᔪᖅ,セッションタイムアウト警告,세션 시간 초과 경고,Sesijas taimauts brīdinājums,Sesijos laiko įspėjimas,Ostrzeżenie: limit czasu sesji,Aviso de tempo limite da sessão,Aviso de término da sessão,Предупреждение сессия тайм-аут,Session timeout varovanie,Aviso de finalización de sesión,เตือนหมดเวลา,Oturum zaman aşımı uyarısı,Попередження про закінчення сесії,Cảnh báo phiên thời gian chờ
,st-alrdy-to-msg,Sorry your session has already expired. Please sign in again.,"Désolé, votre session a déjà expiré. S\'il vous plaît ouvrir une nouvelle session.",Jammer jou sessie reeds verstryk het. Log weer in.,Na vjen keq Sesioni juaj ka skaduar tashmë. Ju lutemi identifikohuni përsëri.,عذرا انتهت صلاحية جلسة العمل الخاصة بك بالفعل. يرجى تسجيل الدخول مرة أخرى.,Ներեցեք Ձեր նիստն արդեն ավարտվել է: Խնդրում ենք մուտք գործել կրկին փորձել.,"За съжаление вашата сесия вече е изтекъл. Моля, влезте отново.",很抱歉，您的連線已經過期。請重新登錄。,很抱歉，您的会话已经过期。请重新登录。,"Je nám líto, váš relace již vypršela. Prosím, přihlaste se znovu.","Excuses, uw sessie is verlopen. Log opnieuw in.",Kahjuks on su sessioon aegunud. Palun logi uuesti sisse.,Leider Ihre Sitzung ist bereits abgelaufen. Bitte loggen Sie sich erneut.,Μας συγχωρείτε συνεδρίας σας έχει ήδη λήξει. Παρακαλείστε να συνδεθείτε και πάλι.,खेद अपने सत्र पहले ही समाप्त हो गया है. कृपया फिर से प्रवेश करें.,"Sajnos a munkamenet már lejárt. Kérjük, jelentkezzen be újra.",Því miður fundur hefur þegar útrunninn. Vinsamlegast skráðu þig inn aftur.,Maaf sesi Anda sudah berakhir. Silahkan login kembali.,Spiacenti la sessione è già scaduta. Effettua il login di nuovo.,ᒪᒥᐊᓇᖅ ᐱᓕᕆᐊᑦ ᐃᓱᓕᒻᒪᑦ. ᐊᑎᓕᐅᕆᑦ ᐃᓯᕈᑎᓐᓄᑦ.,セッションがタイムアウトしました。再度ログインを行なってください。,미안 세션이 이미 만료되었습니다. 다시 로그인 해주십시오.,"Atvainojiet, jūsu sesija jau ir beidzies. Lūdzu pieteikties vēlreiz.","Deja, Jūsų sesija jau baigėsi. Prašome prisijungti vėl.",Niestety sesja już się skończyła. Zaloguj się ponownie.,"Desculpe a sessão já expirou. Por favor, faça login novamente.","Desculpe, sua sessão já expirou. Por favor, faça novo login.","Извините сеанс уже истек. Пожалуйста, войдите снова.","Je nám ľúto, váš relácie už vypršala. Prosím, prihláste sa znova.","Lo sentimos, su sesión ha expirado. Por favor ingrese nuevamente.",ขออภัยเซสชันของคุณหมดอายุแล้ว กรุณาเข้าสู่ระบบอีกครั้ง.,Üzgünüz oturumu zaten doldu. Lütfen tekrar giriş yapın.,"Вибачте, сесія вже закінчилася. Будь ласка, увійдіть знову.",Xin lỗi phiên làm việc của bạn đã hết hạn. Bạn có thể đăng nhập lại.
,st-btn-cont,Continue session,Continuer la session,Gaan voort sessie,Vazhdo seancë,تستمر الدورة,Շարունակել նիստ,Продължи сесия,繼續會話,继续会话,pokračovat v relaci,Doorgaan sessie,Jätka istung,Weiter Sitzung,Συνέχιση της συνόδου,सत्र जारी,Folytatás ülés,Halda áfram setu,Lanjutkan sesi,Continuare sessione,ᐱᓕᕆᐊᖅ ᑲᔪᓯᓕ.,セッションを続行,세션을 계속,Turpināt sesiju,Tęsti sesiją,Kontynuuj sesji,Continuar sessão,Continuar sessão,Продолжить сеанс,pokračovať v relácii,Continuar sesión,ดำเนินการต่อเซสชั่น,oturumu devam,продовжити сеанс,tiếp tục phiên
,st-btn-end,End session now,Mettre fin à la session,Eindig sessie nou,Fundi sesion tani,إنهاء جلسة الآن,Վերջացնել նիստ է,Край на сесията сега,現在結束會話,现在结束会话,Ukončit relaci nyní,Einde sessie nu,Lõpetage seanss nüüd,Sitzung beenden jetzt,Τέλος συνόδου τώρα,अब सत्र समाप्त,Vége ülésen már,Endir setu nú,Mengakhiri sesi sekarang,Termina sessione ora,ᐱᓕᕆᐊᖅ ᐃᓱᓕᓪᓕ.,今セッションを終了します,현재 세션을 종료,Beigt sesiju tagad,Sesijos pabaigos dabar,Koniec sesji teraz,Terminar sessão agora,Terminar sessão agora,Завершить сеанс сейчас,Ukončiť reláciu teraz,Finalizar sesión ahora,จบเซสชั่นในขณะนี้,Şimdi oturumu bitirmek,Завершити сеанс зараз,Kết thúc phiên tại
